2021-02-26T16:04:12.148Z [AUDIT] Token created by 'anonymous': tokenId='06b58867-4135-4c18-af32-837f949ff034', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-01T17:57:20.054Z [AUDIT] Token created by 'jfrt@01ezfhb3454qre0a6ghkyb1e7a': tokenId='d0c2425a-3e90-4726-b6f3-c48a3a319c17', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=2560701440052, refreshable=false
2021-03-01T17:57:29.491Z [AUDIT] Token created by 'anonymous': tokenId='4a4e684e-749b-4dd0-96c8-1959a659a7da', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-01T17:57:29.509Z [AUDIT] Token revoked by 'anonymous': tokenId='8f06880e-c700-49db-badb-1fe2f89acb34', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-01T17:57:29.632Z [AUDIT] Token created by 'jffe@000': tokenId='e9ec902e-8fab-4246-ac54-97890ebddd08', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614622049632, refreshable=false
2021-03-01T17:58:30.167Z [AUDIT] Token created by 'jffe@000': tokenId='57939c58-bf71-4f88-98e6-9094d9232839', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1614622110167, refreshable=false
2021-03-01T17:58:30.176Z [AUDIT] Token created by 'jffe@000': tokenId='74b01298-7657-4daa-b51f-6191b43f2515', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1614622110175, refreshable=false
2021-03-01T17:58:30.181Z [AUDIT] Token created by 'jffe@000': tokenId='19a070a4-38f3-418e-9474-b561c013ee46', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1614622110181, refreshable=false
2021-03-01T17:58:30.201Z [AUDIT] Token created by 'jffe@000': tokenId='70c33022-aca7-4932-958f-51c146a5e2d6', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1614622110198, refreshable=false
2021-03-01T17:58:39.098Z [AUDIT] Token created by 'jffe@000': tokenId='36c26d6b-27c2-4b52-bd8c-c3bc3953d06a', issuer='jffe@000', subject='jffe@000/users/admin', expiry=1614623319089, refreshable=true
2021-03-01T17:58:39.428Z [AUDIT] Token created by 'jffe@000': tokenId='0c29dd88-8797-4adb-97f6-f4d0f4ee7674', issuer='jffe@000', subject='jffe@000/users/admin', expiry=1614622119428, refreshable=false
2021-03-01T17:58:39.433Z [AUDIT] Token created by 'jffe@000': tokenId='8a936278-2a37-4bc0-9e9b-08e19c5140c0', issuer='jffe@000', subject='jffe@000/users/admin', expiry=1614622119432, refreshable=false
2021-03-01T17:58:39.435Z [AUDIT] Token created by 'jffe@000': tokenId='c35581b5-2c4c-4345-af47-c4ea5e23fad6', issuer='jffe@000', subject='jffe@000/users/admin', expiry=1614622119431, refreshable=false
2021-03-01T17:58:40.766Z [AUDIT] Token created by 'jffe@000': tokenId='8843f8fc-9d84-4330-9c2c-9f00ca87cf7c', issuer='jffe@000', subject='jffe@000/users/admin', expiry=1614622120765, refreshable=false
2021-03-01T18:07:32.689Z [AUDIT] Token created by 'jffe@000': tokenId='b7aa9edc-4292-40b8-9161-35bbb03efb48', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614622652689, refreshable=false
2021-03-01T18:07:32.691Z [AUDIT] Token created by 'jffe@000': tokenId='c2ba584b-9ded-4456-a1ed-74be14b018b3', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614622652690, refreshable=false
2021-03-01T18:07:32.691Z [AUDIT] Token created by 'jffe@000': tokenId='fcb2c7ae-a66e-48ee-9b20-9757350f3bb8', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614622652691, refreshable=false
2021-03-01T18:07:32.716Z [AUDIT] Token created by 'jffe@000': tokenId='36ee80ed-4df9-4d2b-8f60-3df140e6a68f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614622652716, refreshable=false
2021-03-01T18:08:45.815Z [AUDIT] Token created by 'jffe@000': tokenId='305f0fd8-0042-412d-ab30-2a950d381c69', issuer='jffe@000', subject='jffe@000/users/admin', expiry=1614622725815, refreshable=false
2021-03-01T18:17:49.253Z [AUDIT] Token created by 'jffe@000': tokenId='2f02a99e-65b5-4968-8d70-2279200cf231', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614623269252, refreshable=false
2021-03-01T18:17:49.253Z [AUDIT] Token created by 'jffe@000': tokenId='42d1b083-6380-4c8c-a9bb-de7af465edc2', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614623269252, refreshable=false
2021-03-01T18:17:49.254Z [AUDIT] Token created by 'jffe@000': tokenId='d10de4e3-4ce2-4a5d-be09-c783cb3b3672', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614623269252, refreshable=false
2021-03-01T18:17:49.254Z [AUDIT] Token created by 'jffe@000': tokenId='d999d4c1-462e-4883-8ead-258c04936622', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614623269252, refreshable=false
2021-03-01T18:18:57.674Z [AUDIT] Token created by 'jffe@000': tokenId='dddb538c-89f1-42bb-9972-8ed22069c0cf', issuer='jffe@000', subject='jffe@000/users/admin', expiry=1614623337673, refreshable=false
2021-03-01T18:27:51.841Z [AUDIT] Token created by 'jffe@000': tokenId='64e139cd-47c5-47e1-a52d-215e72ab56cb', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614623871840, refreshable=false
2021-03-01T18:27:51.841Z [AUDIT] Token created by 'jffe@000': tokenId='25b7cb98-ae58-4d77-bc96-8b2fed37311f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614623871841, refreshable=false
2021-03-01T18:27:51.842Z [AUDIT] Token created by 'jffe@000': tokenId='c357e434-f013-4a96-b4ee-1336bf2bdd23', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614623871842, refreshable=false
2021-03-01T18:27:51.846Z [AUDIT] Token created by 'jffe@000': tokenId='dfa7e317-8adf-423b-b107-19c60b5bf4cc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614623871846, refreshable=false
2021-03-01T18:29:24.010Z [AUDIT] Token created by 'jffe@000': tokenId='f902737f-77be-4ac4-b995-c28bd01842b1', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1614623964010, refreshable=false
2021-03-01T18:29:24.011Z [AUDIT] Token created by 'jffe@000': tokenId='1386bf4f-5f5e-432b-a8c3-f9399d55ceaf', issuer='jffe@000', subject='jffe@000/users/anonymous', expiry=1614623964011, refreshable=false
2021-03-01T18:37:52.066Z [AUDIT] Token created by 'jffe@000': tokenId='f3116cbd-9259-4907-910d-25f7b2f92d64', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614624472065, refreshable=false
2021-03-01T18:37:52.074Z [AUDIT] Token created by 'jffe@000': tokenId='62a1bb8d-046e-433a-afaa-db6d71cdb8e6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614624472073, refreshable=false
2021-03-01T18:37:52.129Z [AUDIT] Token created by 'jffe@000': tokenId='97bf9b60-8b25-4cd1-8ff6-1e6e377fb93e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614624472112, refreshable=false
2021-03-01T18:37:52.127Z [AUDIT] Token created by 'jffe@000': tokenId='8a9a66e4-6b7b-4f25-89b2-9625d317e26e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614624472107, refreshable=false
2021-03-01T18:47:51.935Z [AUDIT] Token created by 'jffe@000': tokenId='be0c8c2b-15d4-4dbf-931b-3a8f3b53c196', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614625071935, refreshable=false
2021-03-01T18:47:51.937Z [AUDIT] Token created by 'jffe@000': tokenId='aeefc71f-2f4c-48e4-aef8-609464934bc6', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614625071937, refreshable=false
2021-03-01T18:47:51.937Z [AUDIT] Token created by 'jffe@000': tokenId='692b5128-22cc-48fc-a9b5-3efe1f8b7c34', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614625071937, refreshable=false
2021-03-01T18:47:51.947Z [AUDIT] Token created by 'jffe@000': tokenId='48292182-ddcc-475d-993f-7b334fe1d01e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614625071947, refreshable=false
2021-03-01T18:57:37.609Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='c8a74e1d-2ff3-4322-86aa-d679b8fc1947', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614711457607, refreshable=true
2021-03-01T18:57:37.627Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='68178026-4985-460f-a597-a7c412f263a6', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614711457620, refreshable=true
2021-03-01T18:57:37.678Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='9547416c-15d5-4676-ad8b-99cfde2164c2', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614711457663, refreshable=true
2021-03-01T18:57:37.694Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='74747fe1-c301-4c18-bdf3-02fbcf2f167a', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614711457667, refreshable=true
2021-03-01T19:42:28.601Z [AUDIT] Token created by 'jffe@000': tokenId='fcb871ae-390b-4649-aba2-7bde88205927', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628348601, refreshable=false
2021-03-01T19:42:28.603Z [AUDIT] Token created by 'jffe@000': tokenId='f25d6456-d2ef-427d-9b65-a36936432d89', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628348603, refreshable=false
2021-03-01T19:42:28.611Z [AUDIT] Token created by 'jffe@000': tokenId='f51d5c6a-470f-4f6f-926e-ba86d3c3928c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628348611, refreshable=false
2021-03-01T19:42:28.611Z [AUDIT] Token created by 'jffe@000': tokenId='1e021ce6-cab6-439c-9e29-9280dccd651c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628348611, refreshable=false
2021-03-01T19:42:28.626Z [AUDIT] Token created by 'jffe@000': tokenId='3775b71f-cc0f-4e90-8426-dbb0c5332cfc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628348626, refreshable=false
2021-03-01T19:42:28.631Z [AUDIT] Token created by 'jffe@000': tokenId='0ff79722-f326-4ba3-9a88-dd4e1ea5a277', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628348631, refreshable=false
2021-03-01T19:42:28.632Z [AUDIT] Token created by 'jffe@000': tokenId='a81f8139-6c1f-4f6f-9363-a7e73285a86b', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628348632, refreshable=false
2021-03-01T19:42:28.632Z [AUDIT] Token created by 'jffe@000': tokenId='c8ab73f8-345a-4a80-92f3-8b6631758799', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628348632, refreshable=false
2021-03-01T19:42:28.631Z [AUDIT] Token created by 'jffe@000': tokenId='89f38e46-3189-46ce-8570-813e697340a7', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628348631, refreshable=false
2021-03-01T19:42:28.633Z [AUDIT] Token created by 'jffe@000': tokenId='1fc20846-57c0-4324-8dad-6b1633f4d28f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628348633, refreshable=false
2021-03-01T19:42:28.639Z [AUDIT] Token created by 'jffe@000': tokenId='919e446b-5b20-436a-a4b3-990ce6589605', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628348638, refreshable=false
2021-03-01T19:42:28.639Z [AUDIT] Token created by 'jffe@000': tokenId='a39ea0c0-d157-4965-9481-638bf45c56dc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628348638, refreshable=false
2021-03-01T19:42:28.807Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='39d19324-bcf7-43d9-a86c-7875af432246', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614714148028, refreshable=true
2021-03-01T19:42:28.836Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='771bb4d4-12e3-46a5-970c-fe8f487e2c93', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614714148028, refreshable=true
2021-03-01T19:42:29.082Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='6c069813-e04f-4223-be2d-e0cb064b3a2d', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614714148918, refreshable=true
2021-03-01T19:42:29.118Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='0ce1f592-ca0c-43f3-b038-eac5b584bb9a', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614714148916, refreshable=true
2021-03-01T19:52:41.572Z [AUDIT] Token created by 'jffe@000': tokenId='15789087-a46c-4bdc-9804-a520eccfcddc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628961572, refreshable=false
2021-03-01T19:52:41.574Z [AUDIT] Token created by 'jffe@000': tokenId='3e5a7f79-c20a-40cd-b6da-a6be2bc1cdb0', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628961574, refreshable=false
2021-03-01T19:52:41.572Z [AUDIT] Token created by 'jffe@000': tokenId='038ed9d3-4b3c-4404-9bc7-23797f3f741d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628961572, refreshable=false
2021-03-01T19:52:41.578Z [AUDIT] Token created by 'jffe@000': tokenId='b51ea7f2-7cac-4f91-b313-cb78fe56804d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614628961578, refreshable=false
2021-03-02T10:27:17.454Z [AUDIT] Token created by 'anonymous': tokenId='63c2f361-db3f-4b25-8acd-8a18dd1bfbd6', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-02T10:27:17.569Z [AUDIT] Token revoked by 'anonymous': tokenId='84e5a980-c0be-49fd-b2cd-69cc103383ce', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-02T10:27:20.872Z [AUDIT] Token created by 'anonymous': tokenId='88cfbb00-0953-4148-8a0a-d1b71d0f9338', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1614680960862, refreshable=false
2021-03-02T10:27:21.023Z [AUDIT] Token created by 'anonymous': tokenId='e5258715-968c-49b1-819b-88d756c83e12', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1614680961020, refreshable=false
2021-03-02T10:27:21.247Z [AUDIT] Token created by 'anonymous': tokenId='0500771a-6f11-4fee-816f-fe87b6b7ecc5', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1614680961245, refreshable=false
2021-03-02T10:27:21.664Z [AUDIT] Token created by 'anonymous': tokenId='b0b9861b-616a-4e36-92f9-411f7f9a038e', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1614680961662, refreshable=false
2021-03-02T10:27:22.487Z [AUDIT] Token created by 'anonymous': tokenId='9c777766-f766-4360-a7c0-96f1b7cd5f1f', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1614680962484, refreshable=false
2021-03-02T10:27:23.332Z [AUDIT] Token created by 'anonymous': tokenId='331fce33-fc3a-4403-aa5c-dfd1eca3dc92', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-02T10:27:23.352Z [AUDIT] Token revoked by 'anonymous': tokenId='8170102d-ae2e-4654-b2c8-f77e163e9e62', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-02T10:27:23.511Z [AUDIT] Token created by 'anonymous': tokenId='dd8d1c55-1aca-4a68-ac2d-e5729f48fb36', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1614680963509, refreshable=false
2021-03-02T10:27:23.607Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='dd2e3be7-6a06-43d0-8254-7b56aaff11fc', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614767243604, refreshable=true
2021-03-02T10:27:23.607Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='5ad237dc-5593-4dd5-9967-37955904ca35', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614767243605, refreshable=true
2021-03-02T10:27:23.610Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='2d51f23f-c87a-4548-afb7-532ee701a8f5', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614767243608, refreshable=true
2021-03-02T10:27:23.619Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='407bef3a-aea0-4be6-bc84-195501265b3e', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1614767243613, refreshable=true
2021-03-02T10:27:23.730Z [AUDIT] Token created by 'anonymous': tokenId='356b2b38-fe4e-4196-a6e1-5db85c4e353b', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-02T10:27:23.741Z [AUDIT] Token revoked by 'anonymous': tokenId='1619a885-b43c-4057-a281-b515752f340f', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-02T10:27:25.315Z [AUDIT] Token created by 'anonymous': tokenId='e3d23188-4a7c-4662-816a-62648071cbed', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-02T10:27:25.329Z [AUDIT] Token revoked by 'anonymous': tokenId='7ae19547-c5c3-4931-8aab-e0d5683a1020', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-02T10:27:29.623Z [AUDIT] Token created by 'jfrt@01ezfhb3454qre0a6ghkyb1e7a': tokenId='993e588f-0ac6-4a3c-8325-d94a29588cb6', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=2560760849620, refreshable=false
2021-03-02T10:27:39.359Z [AUDIT] Token created by 'anonymous': tokenId='d038c1ef-6cff-4c47-a553-1493d5d16f84', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-02T10:27:39.390Z [AUDIT] Token revoked by 'anonymous': tokenId='4a4e684e-749b-4dd0-96c8-1959a659a7da', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-02T10:27:39.489Z [AUDIT] Token created by 'jffe@000': tokenId='04f2e91f-ee9a-4e51-89f3-f2235821ee0f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614681459489, refreshable=false
2021-03-02T10:37:42.465Z [AUDIT] Token created by 'jffe@000': tokenId='3794b33e-39ec-499e-8710-0a3fdb81dc30', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614682062465, refreshable=false
2021-03-02T10:37:42.466Z [AUDIT] Token created by 'jffe@000': tokenId='dec30eef-7771-4eee-baff-361ca8d3daf4', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614682062465, refreshable=false
2021-03-02T10:37:42.516Z [AUDIT] Token created by 'jffe@000': tokenId='bdf9b648-88e6-4f4b-af5f-181a8ddef012', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614682062516, refreshable=false
2021-03-02T10:37:42.518Z [AUDIT] Token created by 'jffe@000': tokenId='dced63d9-7a45-447f-b44b-9d111fc44d2c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614682062518, refreshable=false
2021-03-02T10:47:42.566Z [AUDIT] Token created by 'jffe@000': tokenId='f915ff40-32b9-4ef2-94c7-8f52a109f229', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614682662565, refreshable=false
2021-03-02T10:47:42.566Z [AUDIT] Token created by 'jffe@000': tokenId='2fa93ba4-9e5e-4316-ae81-00000364829e', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614682662565, refreshable=false
2021-03-02T10:47:42.572Z [AUDIT] Token created by 'jffe@000': tokenId='64924487-8536-43d6-a7ef-354ad2129c6d', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614682662572, refreshable=false
2021-03-02T10:47:42.583Z [AUDIT] Token created by 'jffe@000': tokenId='3722680c-2792-4f2a-a0f9-4c0a02c0a627', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614682662583, refreshable=false
2021-03-02T10:57:42.690Z [AUDIT] Token created by 'jffe@000': tokenId='23783c93-55b8-448b-8d24-112b1c09fdbe', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614683262690, refreshable=false
2021-03-02T10:57:42.690Z [AUDIT] Token created by 'jffe@000': tokenId='712d72bc-0fbe-4e92-8ef8-53ed804769bc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614683262690, refreshable=false
2021-03-02T10:57:42.691Z [AUDIT] Token created by 'jffe@000': tokenId='ca32730f-9578-45db-8493-f07f57691b71', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614683262691, refreshable=false
2021-03-02T10:57:42.691Z [AUDIT] Token created by 'jffe@000': tokenId='11c49b52-bf9c-4234-ae58-243458c10a5a', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614683262690, refreshable=false
2021-03-02T11:07:43.263Z [AUDIT] Token created by 'jffe@000': tokenId='71f0f306-d631-4ac9-b758-04b07911db1f', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1614683863262, refreshable=false
